READ TERR 1 2
! xrtwtflux
105.359	1.805	-1.785	5.3708151130558e-10	1.01703157994269e-10	-1.01703157994269e-10
108.704	1.394	-1.54	9.43764903860602e-10	1.44146501984341e-10	-1.44146620714904e-10
111.777	1.405	-1.68	8.71548558182079e-10	1.29923195237117e-10	-1.29923308531031e-10
114.776	1.605	-1.594	8.04097835182656e-10	1.19868175698315e-10	-1.19868284059409e-10
118.460	1.891	-2.078	6.2158145740172e-10	9.26601785452404e-11	-9.26602305097651e-11
122.398	1.527	-2.048	6.84115256201812e-10	1.01982221306877e-10	-1.01982324310221e-10
126.089	1.906	-2.164	6.69802307532396e-10	9.98486136701193e-11	-9.98486710943791e-11
129.854	2.281	-1.859	6.00953375036014e-10	9.7487774768315e-11	-9.74878368203069e-11
134.296	1.681	-2.16	7.05939044661645e-10	1.05235552728819e-10	-1.05235666947996e-10
137.679	1.903	-1.703	5.18512333831989e-10	9.18328807700211e-11	-9.18329341215584e-11
141.402	1.620	-1.82	4.67261392008957e-10	8.39228097727527e-11	-8.39228589012716e-11
145.082	1.551	-2.061	4.41237392559931e-10	8.05587434597829e-11	-8.0558793804561e-11
148.220	1.975	-1.587	4.96481373675491e-10	9.06448733129815e-11	-9.06449291799442e-11
153.117	3.620	-2.921	3.06230562736592e-10	5.59099192068591e-11	-5.59099508516235e-11
158.658	1.391	-1.921	5.42837264826047e-10	1.02793064215612e-10	-1.02793122554204e-10
161.755	1.526	-1.705	5.46725670074455e-10	9.98182148741202e-11	-9.98182706848807e-11
164.860	1.695	-1.58	5.11674086620083e-10	9.34186638563908e-11	-9.34187168083932e-11
168.473	1.699	-1.918	4.34563394637185e-10	7.93402358509104e-11	-7.93402855219742e-11
172.094	1.486	-1.921	4.45441015323319e-10	8.13261787693794e-11	-8.13262267302415e-11
175.244	1.949	-1.664	4.1613263095346e-10	7.59752304640912e-11	-7.59752779829723e-11
178.703	1.810	-1.51	4.27025159093432e-10	8.08625832688768e-11	-8.08626292670515e-11
183.006	1.804	-2.493	3.0785880238268e-10	5.82969245217121e-11	-5.82969674391984e-11
186.729	2.061	-1.919	3.31572887842018e-10	6.05367808570959e-11	-6.05368225228375e-11
192.120	3.944	-3.331	1.91386086261932e-10	3.49422260638542e-11	-3.49422432368927e-11
199.082	2.655	-3.017	2.54835729887662e-10	4.65264997536823e-11	-4.65265443250586e-11
NO NO NO NO NO NO
! xrtpcflux
233.810	7.947	-7.097	9.26743501964868e-11	2.07790472981281e-11	-2.07790472981281e-11
254.490	19.862	-12.733	4.78420951786115e-11	1.02252174205184e-11	-1.02252174205184e-11
334.310	40.334	-59.958	1.11746078557065e-11	2.50900899953639e-12	-2.50900899953639e-12
505.795	302.612	-131.151	2.58337262088624e-12	5.21880741870223e-13	-5.21880741870223e-13
10858.951	7308.068	-6574.543	1.32733314848798e-13	3.11836914139475e-14	-3.11836914139475e-14
75614.940	190792.968	-54061.94	1.08466671823991e-14	3.74794926426657e-15	-3.74794926426657e-15
NO NO NO NO NO NO
! batSNR4flux
0.12099999109904	0.12	-0.12	6.39111501245718e-08	1.20722208860547e-08	-1.20722208860547e-08
0.340999991893768	0.1	-0.1	4.78036874097182e-08	9.90898037329723e-09	-9.90898037329723e-09
0.460999984741211	0.02	-0.02	9.15208793325642e-08	2.024723101783e-08	-2.024723101783e-08
0.521000002026558	0.04	-0.04	6.19075003169212e-08	1.33356517728436e-08	-1.33356517728436e-08
0.640999991893768	0.08	-0.08	2.53257697213855e-08	6.21563356410616e-09	-6.21563356410616e-09
0.760999981760979	0.04	-0.04	3.48258483691125e-08	7.85223881349589e-09	-7.85223881349589e-09
0.840999994874001	0.04	-0.04	3.77262139309976e-08	8.56444135053928e-09	-8.56444135053928e-09
1.28099999248981	0.4	-0.4	1.23296934128492e-08	2.42888333463634e-09	-2.42888333463634e-09
