READ TERR 1 2
! xrtwtflux
69.476	1.626	-2.235	7.69217920567025e-10	1.23831358974995e-10	-1.23850114231564e-10
72.429	1.637	-1.327	1.04466696080932e-09	1.58735905144385e-10	-1.58765391077721e-10
76.010	1.577	-1.944	8.89450049249333e-10	1.32640082950894e-10	-1.32669289707525e-10
79.888	1.967	-2.301	4.69298489626502e-10	9.07719087514743e-11	-9.07834219943744e-11
84.126	1.985	-2.271	7.14049380846536e-10	1.0859056475079e-10	-1.08607772181579e-10
88.316	2.180	-2.205	6.95336172485354e-10	1.03802569864552e-10	-1.03813566866009e-10
92.586	2.268	-2.089	6.95720892105491e-10	1.05915114445362e-10	-1.0591166959739e-10
96.721	1.618	-1.867	5.88455127794515e-10	1.07649335900642e-10	-1.07636699703444e-10
100.471	1.919	-2.132	7.59950347413959e-10	1.15910994281642e-10	-1.15872407100124e-10
104.453	1.783	-2.063	8.2337436637447e-10	1.23370887703333e-10	-1.23315924873819e-10
108.159	1.569	-1.922	5.98481262997671e-10	1.12815052766299e-10	-1.12780930562491e-10
111.850	2.776	-2.122	6.5527239726815e-10	1.00166299078807e-10	-1.00116381488235e-10
116.335	1.799	-1.709	9.23451536298404e-10	1.38706063832795e-10	-1.38633888535383e-10
120.291	2.159	-2.157	5.03584960885786e-10	9.25035712783986e-11	-9.24755609822123e-11
124.827	2.998	-2.377	6.11007942537434e-10	9.19262847039272e-11	-9.18852935717728e-11
129.566	1.351	-1.741	1.02908408252555e-09	1.60706619091872e-10	-1.60639372773269e-10
133.372	1.836	-2.455	4.75949829843341e-10	9.52753328111972e-11	-9.5253878342705e-11
136.903	2.157	-1.695	5.72804651511924e-10	1.06417386515156e-10	-1.06388770377977e-10
141.168	2.749	-2.108	6.5654098976024e-10	1.02613512936527e-10	-1.0257775700166e-10
145.826	2.061	-1.91	5.68917294130676e-10	1.06738470693123e-10	-1.06707672052714e-10
NO NO NO NO NO NO
! xrtpcflux
154.629	5.301	-4.729	5.98462088394916e-10	1.34060565612997e-10	-1.34060565612997e-10
166.577	8.396	-6.648	4.66380114376632e-10	9.73988574498554e-11	-9.73988574498554e-11
181.461	6.049	-6.488	7.4541832790224e-10	1.37077149256726e-10	-1.37077149256726e-10
195.107	7.447	-7.597	4.08295889227767e-10	9.26260618769087e-11	-9.26260618769087e-11
208.903	6.187	-6.349	5.33125601834778e-10	1.11512111572827e-10	-1.11512111572827e-10
220.534	7.094	-5.443	5.09447773378955e-10	1.09327408519527e-10	-1.09327408519527e-10
235.436	9.742	-7.809	3.74954607881228e-10	8.07300041149765e-11	-8.07300041149765e-11
249.805	5.402	-4.627	6.22311860994979e-10	1.40158263465707e-10	-1.40158263465707e-10
264.437	8.322	-9.23	4.36066971806077e-10	8.90118103690259e-11	-8.90118103690259e-11
280.542	7.261	-7.783	4.53956260804457e-10	9.92307986986481e-11	-9.92307986986481e-11
294.632	8.215	-6.829	4.19441729438646e-10	9.16862450547954e-11	-9.16862450547954e-11
311.301	6.590	-8.454	4.76807009123627e-10	9.38980742093769e-11	-9.38980742093769e-11
325.504	7.431	-7.613	3.6534262178517e-10	8.21348630825126e-11	-8.21348630825126e-11
340.052	7.927	-7.117	3.79589314562838e-10	8.51842157668826e-11	-8.51842157668826e-11
357.663	7.867	-9.685	4.10670567161651e-10	8.45859643372472e-11	-8.45859643372472e-11
371.359	6.707	-5.83	5.95096485635006e-10	1.2165534247775e-10	-1.2165534247775e-10
386.924	8.694	-8.858	3.87800262936054e-10	8.50606970832332e-11	-8.50606970832332e-11
403.998	6.663	-8.381	4.3322085771918e-10	9.70451245190364e-11	-9.70451245190364e-11
422.820	7.901	-12.158	3.47248035783925e-10	7.41543773006856e-11	-7.41543773006856e-11
441.022	7.250	-10.302	3.66819700756433e-10	8.01835236001636e-11	-8.01835236001636e-11
458.160	7.663	-9.889	3.72375254665595e-10	7.95202863592264e-11	-7.95202863592264e-11
482.827	10.576	-17.004	2.50616530451199e-10	5.28336778460796e-11	-5.28336778460796e-11
500.368	8.079	-6.965	4.50013161513701e-10	9.82008870630499e-11	-9.82008870630499e-11
521.576	9.437	-13.129	2.85378450644233e-10	6.4389748385552e-11	-6.4389748385552e-11
537.745	5.804	-6.732	5.09185017969568e-10	1.11494044987918e-10	-1.11494044987918e-10
556.353	9.763	-12.803	3.29556560719553e-10	6.7573333029566e-11	-6.7573333029566e-11
578.272	10.410	-12.156	3.41703000819883e-10	7.3449860192883e-11	-7.3449860192883e-11
595.047	8.679	-6.365	5.28099380868034e-10	1.12959392800878e-10	-1.12959392800878e-10
612.591	11.193	-8.865	3.19034159686732e-10	7.17239867687512e-11	-7.17239867687512e-11
635.938	10.411	-12.154	2.68320734217536e-10	5.75815626908597e-11	-5.75815626908597e-11
656.298	10.110	-9.948	3.24967077084907e-10	7.10349409784822e-11	-7.10349409784822e-11
678.024	8.443	-11.615	3.66984129672362e-10	8.03568943953386e-11	-8.03568943953386e-11
697.459	14.081	-10.992	2.88787045439159e-10	6.48071385646499e-11	-6.48071385646499e-11
720.670	10.928	-9.13	3.3647659566303e-10	7.52384586041417e-11	-7.52384586041417e-11
748.095	13.591	-16.497	2.06058157992826e-10	4.6661542889522e-11	-4.6661542889522e-11
776.516	10.243	-14.83	2.46420379040392e-10	5.38653146231958e-11	-5.38653146231958e-11
